id,nmCompletoEscola,nmAbreviado,codigoLotacao,situacao,idRedeEnsino,dsRedeEnsino,idDiretoria,nmDiretoria,dsEndereco,complemento,numero,nmBairro,dsLatitude,dsLongitude,ddd,telefone,email,atoLegal,cdInep,nmMunicipio,dsEnderecoSimples,dsComplemento,nrNumero,created,createdBy,lastModified,lastModifiedBy
4062,CENTRO EDUCACIONAL 03 DO GUARA,CENTRO EDUCACIONAL 03 DO GUARA,990210000023,1,1,SECRETARIA DE EDUCAÇÃO DO DF,10104,CRE - GUARÁ,EQ 17/19   Guará II,,,,,,,,,,,,,,,0001-01-01T00:00:00,,,
