id,nmDiretoria,dsEndereco,situacaoDiretoria,telefone,email,idRedeEnsino,created,createdBy,lastModified,lastModifiedBy
10104,CRE - GUARÁ,CRE - GUARA CRE - GUARA 3 CRE - GUARA,1,,,1,0001-01-01T00:00:00,,,
